keyword,0: All Prices,1: 0 to 5000 yen,"2: 5000 to 10,000 yen","3: 10,000 to 15,000 yen","4: 15,000 to 20,000 yen","5: 20,000 to 100,000 yen","6: 100,000 to 200,000 yen"
not aware,18,0,0,2,4,11,0
not bother,68,0,0,6,7,50,5
not claustrophobic,3,0,0,0,0,2,0
not correct,3,0,0,0,0,0,0
not cramped,5,0,0,0,0,4,0
not criticism,2,0,0,0,0,2,0
not dated,4,0,0,0,0,3,0
not dirty,7,0,0,0,0,6,0
not disturb,18,0,0,0,4,12,0
not exciting,2,0,0,0,0,0,0
not existent,2,0,0,0,0,2,0
not horrible,2,0,0,0,0,0,0
not insist,4,0,0,0,0,2,0
not liking,3,0,0,0,0,0,0
not pricey,5,0,0,0,0,3,0
not romantic,2,0,0,0,0,0,0
not rude,4,0,0,0,0,3,0
not smallest,8,0,0,0,0,7,0
not uncomfortable,5,0,0,2,0,3,0
not waste,5,0,0,0,0,5,0
not working,40,0,0,3,5,32,0
not worst,9,0,0,0,3,4,0
not write,5,0,0,0,0,4,0
only negative,100,0,0,3,10,79,8
opinion,92,0,0,5,7,72,8
other negative,9,0,0,2,0,5,0
outdated,128,0,0,11,8,106,2
outdated bathroom,7,0,0,0,0,5,0
outdated decor,6,0,0,2,0,4,0
outdated decoration,2,0,0,0,0,0,0
outdated facility,2,0,0,0,0,2,0
outdated furnishing,2,0,0,0,0,2,0
outdated furniture,7,0,0,0,0,6,0
outdated hotel,10,0,0,0,0,10,0
outdated interior,2,0,0,0,0,0,0
outdated machine,2,0,0,0,0,0,0
outdated room,20,0,0,2,0,16,0
packet,8,0,0,0,2,5,0
pain,37,0,0,2,5,28,2
paint,22,0,0,2,6,14,0
paper,182,0,0,19,25,123,14
patch,4,0,0,2,0,2,0
patron,3,0,0,0,0,0,0
plain rude,3,0,0,0,0,0,0
plastic,159,0,0,14,22,116,6
plate,61,0,0,4,2,45,10
plug,92,0,0,3,18,64,7
policy,102,0,0,3,12,77,10
poor,460,0,3,29,57,352,19
poor access,2,0,0,0,0,0,0
poor alternative,2,0,0,0,0,2,0
poor amenity,4,0,0,0,0,4,0
poor arrangement,2,0,0,0,0,0,0
poor attitude,5,0,0,0,0,4,0
poor bar,2,0,0,0,0,2,0
poor bedding,2,0,0,0,0,2,0
poor breakfast,41,0,0,3,6,31,0
poor check,2,0,0,0,0,0,0
poor choice,5,0,0,0,0,2,2
poor coffee,2,0,0,0,0,0,0
poor command,3,0,0,0,0,3,0
poor condition,5,0,0,0,2,2,0
poor conditioning,3,0,0,2,0,0,0
poor connection,9,0,0,0,0,7,0
poor delivery,2,0,0,0,0,0,0
poor design,4,0,0,0,0,4,0
poor english,24,0,0,0,0,22,0
poor experience,7,0,0,0,3,2,2
poor facility,2,0,0,0,0,0,0
poor food,6,0,0,0,2,3,0
poor girl,2,0,0,0,0,0,0
poor hotel,9,0,0,0,5,3,0
poor husband,3,0,0,0,0,2,0
poor hygiene,2,0,0,0,0,2,0
poor impression,3,0,0,0,0,2,0
poor insulation,5,0,0,0,0,3,0
poor internet,2,0,0,0,0,2,0
poor isolation,3,0,0,0,3,0,0
poor item,2,0,0,0,0,2,0
poor japanese,2,0,0,0,0,2,0
poor knowledge,2,0,0,0,0,2,0
poor layout,4,0,0,0,0,4,0
poor level,6,0,0,0,0,4,0
poor light,6,0,0,0,0,4,0
poor location,9,0,0,0,0,9,0
poor lounge,2,0,0,0,0,2,0
poor maintenance,2,0,0,0,0,2,0
poor management,4,0,0,0,2,2,0
poor meal,2,0,0,0,0,2,0
poor menu,2,0,0,0,0,2,0
poor night,2,0,0,0,0,2,0
poor nothing,3,0,0,0,0,3,0
poor option,2,0,0,0,0,2,0
poor pressure,4,0,0,0,0,4,0
poor proof,2,0,0,0,0,0,0
poor proofing,2,0,0,0,0,0,0
poor quality,27,0,0,0,2,23,0
poor rating,3,0,0,0,0,3,0
poor reception,5,0,0,0,0,5,0
poor review,3,0,0,0,0,0,0
poor reviews,3,0,0,0,0,3,0
poor room,6,0,0,0,0,4,0
poor score,2,0,0,0,0,2,0
poor selection,17,0,0,0,3,14,0
poor service,55,0,0,3,10,38,4
poor signage,3,0,0,0,0,2,0
poor signal,6,0,0,0,2,4,0
poor skill,8,0,0,0,0,7,0
poor soundproofing,2,0,0,0,0,0,0
poor staff,2,0,0,0,0,0,0
poor standard,7,0,0,0,0,6,0
poor treatment,2,0,0,0,0,2,0
poor understand,2,0,0,0,0,0,0
poor value,7,0,0,0,0,6,0
poor variety,2,0,0,0,0,2,0
poor ventilation,3,0,0,0,0,2,0
poor view,3,0,0,2,0,0,0
poor weather,3,0,0,0,0,3,0
poor wifi,7,0,0,0,0,6,0
poor wine,2,0,0,0,0,0,0
prepay,6,0,0,0,0,6,0
pricey,462,0,0,22,24,375,40
pricey bar,3,0,0,0,0,3,0
pricey bit,4,0,0,0,0,4,0
pricey breakfast,17,0,0,0,0,16,0
pricey buffet,9,0,0,0,0,8,0
pricey choice,2,0,0,0,0,0,0
pricey complaint,2,0,0,0,0,2,0
pricey cost,2,0,0,0,0,2,0
pricey dinner,2,0,0,0,0,2,0
pricey end,2,0,0,0,0,0,0
pricey food,10,0,0,0,0,10,0
pricey hotel,25,0,0,0,2,19,4
pricey hyatt,2,0,0,0,0,2,0
pricey place,4,0,0,0,0,2,2
pricey price,5,0,0,0,0,4,0
pricey rate,3,0,0,0,0,3,0
pricey restaurant,27,0,0,0,2,24,0
pricey room,18,0,0,0,0,15,3
pricey service,4,0,0,0,0,4,0
pricey side,18,0,0,0,0,13,4
pricey tokyo,2,0,0,0,0,2,0
pricing,42,0,0,0,0,35,6
pricy,46,0,0,2,4,34,6
problematic,21,0,0,0,0,20,0
problematic lack,2,0,0,0,0,2,0
problematic wifi,2,0,0,0,0,0,0
quite pricey,2,0,0,0,0,2,0
real negative,3,0,0,0,0,3,0
refuse,18,0,0,0,3,13,0
remind,31,0,0,2,2,25,0
renovation,137,0,3,3,12,110,9
reviewer,41,0,0,5,6,29,0
ridiculous,83,0,0,0,15,63,4
ridiculous amount,4,0,0,0,2,2,0
ridiculous price,6,0,0,0,0,4,0
ridiculous problem,2,0,0,0,0,2,0
rollaway,31,0,0,0,0,21,8
rollaway bed,23,0,0,0,0,15,6
romantic,52,0,0,4,0,42,4
romantic feel,3,0,0,0,0,3,0
romantic getaway,2,0,0,0,0,2,0
romantic hotel,4,0,0,0,0,4,0
romantic stay,2,0,0,0,0,2,0
romantic trip,4,0,0,2,0,2,0
romantic view,3,0,0,0,0,0,2
romantic weekend,2,0,0,0,0,2,0
rude,181,0,0,16,28,126,11
rude attitude,3,0,0,0,0,3,0
rude behaviour,2,0,0,0,0,0,0
rude lady,2,0,0,0,0,2,0
rude member,2,0,0,0,0,2,0
rude person,4,0,0,0,0,0,2
rude receptionist,4,0,0,0,0,2,0
rude service,4,0,0,0,0,2,2
rude staff,31,0,0,3,3,23,2
rude tourist,2,0,0,0,0,2,0
rude word,2,0,0,0,0,2,0
rule,31,0,0,2,0,24,4
sachet,3,0,0,0,0,3,0
sense,220,0,0,13,21,151,34
sharp,23,0,0,2,2,16,2
sharp corner,3,0,0,0,0,2,0
sharp eye,2,0,0,0,0,0,0
sharp left,2,0,0,0,0,0,0
shelf,45,0,2,4,4,27,8
shock,29,0,2,0,0,25,0
skip,104,0,0,6,12,82,4
slight negative,10,0,0,0,0,8,0
small negative,3,0,0,0,0,3,0
smallest,192,0,0,13,18,147,13
smallest bathroom,6,0,0,0,0,5,0
smallest bed,4,0,0,0,0,4,0
smallest detail,8,0,0,0,0,3,4
smallest hotel,2,0,0,0,0,2,0
smallest portion,2,0,0,0,0,0,0
smallest room,80,0,0,8,11,58,3
smallest size,2,0,0,0,0,2,0
smallest thing,3,0,0,0,0,0,0
smallish,57,0,0,3,5,46,3
smallish bed,4,0,0,0,0,4,0
smallish one,2,0,0,0,0,2,0
smallish room,29,0,0,0,3,22,2
smallish side,3,0,0,0,0,3,0
social,12,0,0,0,0,10,0
social networking,2,0,0,0,0,2,0
social standard,2,0,0,0,0,2,0
softness,5,0,0,0,0,3,0
soundproofing,10,0,0,0,3,6,0
stain,28,0,0,0,3,24,0
stale,66,0,2,2,7,52,3
stale cigarette,7,0,0,0,3,4,0
stale croissant,4,0,0,0,0,3,0
stale pastry,2,0,0,0,0,0,0
stale smell,20,0,0,0,0,19,0
stale smoke,15,0,0,0,2,10,2
stale tobacco,3,0,0,0,0,3,0
stale urine,4,0,0,0,0,4,0
stick,60,0,2,5,6,38,9
sticky,12,0,0,0,0,11,0
sticky residue,2,0,0,0,0,2,0
stiff,25,0,0,2,4,17,0
stiff bed,5,0,0,0,0,5,0
stiff mattress,2,0,0,0,0,2,0
stiff pillow,3,0,0,0,0,2,0
stressful,23,0,0,0,3,14,4
stressful bit,2,0,0,0,0,0,0
stressful breakfast,2,0,0,0,0,0,0
stressful day,2,0,0,0,0,0,0
stressful time,2,0,0,0,0,2,0
struggle,70,0,0,0,8,58,3
stuffy,85,0,0,8,19,48,9
stuffy hotel,5,0,0,0,0,0,2
stuffy room,23,0,0,0,7,16,0
stuffy smell,3,0,0,0,0,3,0
stuffy window,2,0,0,0,0,0,0
suffer,14,0,0,0,0,11,2
sunday,55,0,0,7,7,37,4
tear,18,0,0,0,0,13,3
terrible,159,0,2,12,19,124,0
terrible bathroom,2,0,0,0,0,2,0
terrible bed,3,0,0,0,0,2,0
terrible breakfast,13,0,0,0,0,11,0
terrible buffet,2,0,0,0,0,2,0
terrible coffee,5,0,0,0,0,3,0
terrible connection,5,0,0,0,2,3,0
terrible design,2,0,0,0,0,2,0
terrible experience,9,0,0,0,2,7,0
terrible food,6,0,0,0,0,6,0
terrible gym,2,0,0,0,0,0,0
terrible hilton,2,0,0,0,0,2,0
terrible hotel,6,0,0,0,0,4,0
terrible light,4,0,0,0,0,3,0
terrible location,2,0,0,0,0,0,0
terrible noise,2,0,0,0,0,2,0
terrible nothing,2,0,0,0,0,2,0
terrible pillow,6,0,0,0,0,4,0
terrible room,4,0,0,0,0,3,0
terrible service,19,0,0,2,3,13,0
terrible signal,2,0,0,0,0,2,0
terrible smell,6,0,0,0,0,4,0
terrible staff,2,0,0,0,0,0,0
terrible stay,5,0,0,0,2,2,0
terrible stench,2,0,0,0,0,2,0
terrible terrible,2,0,0,0,0,2,0
terrible view,2,0,0,0,0,2,0
terrible wifi,10,0,0,0,3,7,0
tough,83,0,0,6,13,60,4
tough choice,2,0,0,0,0,0,0
tough flight,2,0,0,0,0,2,0
tough time,4,0,0,0,0,2,0
training,59,0,0,4,7,38,9
translator,6,0,0,0,0,6,0
trash,56,0,0,6,5,43,2
troublesome,8,0,0,0,0,4,0
ugly,27,0,0,0,0,25,0
ugly room,2,0,0,0,0,0,0
ugly view,2,0,0,0,0,2,0
unable,215,0,4,19,23,161,7
unable hotel,5,0,0,0,0,4,0
unable receptionist,2,0,0,0,0,0,0
unable staff,3,0,0,0,0,3,0
unacceptable,49,0,0,0,5,41,3
unacceptable service,2,0,0,0,0,0,0
uncomfortable,253,0,2,23,26,191,8
uncomfortable bed,63,0,0,4,7,51,0
uncomfortable chair,4,0,0,0,0,3,0
uncomfortable couple,2,0,0,0,0,2,0
uncomfortable experience,4,0,0,0,0,4,0
uncomfortable mattress,8,0,0,0,0,7,0
uncomfortable night,8,0,0,2,0,6,0
uncomfortable person,2,0,0,0,0,0,0
uncomfortable pillow,20,0,0,2,2,16,0
uncomfortable room,6,0,0,0,0,6,0
uncomfortable seating,2,0,0,0,0,0,0
uncomfortable sleep,2,0,0,0,0,2,0
uncomfortable sleeping,2,0,0,0,0,0,0
uncomfortable stay,3,0,0,0,0,0,0
uncomfortable thing,2,0,0,0,0,0,0
uncomfortable view,2,0,0,0,0,0,0
unfriendly,41,0,0,0,8,32,0
unfriendly lady,2,0,0,0,0,2,0
unfriendly reception,2,0,0,0,0,2,0
unfriendly staff,15,0,0,0,4,11,0
unreasonable,25,0,0,0,0,20,2
unreasonable price,2,0,0,0,0,0,0
unsure,48,0,2,0,8,35,2
useless,45,0,0,9,4,27,3
useless staff,2,0,0,0,0,2,0
waitress,46,0,0,5,4,29,8
waive,4,0,0,0,0,3,0
walkway,143,0,5,5,13,113,7
wardrobe,134,0,0,7,19,99,9
warning,37,0,0,4,4,25,4
waste,77,0,0,7,4,57,9
weird,139,0,0,6,16,109,6
weird ball,2,0,0,0,0,2,0
weird bathroom,2,0,0,0,0,2,0
weird experience,2,0,0,0,0,2,0
weird layout,3,0,0,0,0,2,0
weird pillow,4,0,0,0,0,4,0
weird show,2,0,0,0,0,0,0
weird smell,9,0,0,0,0,7,0
weird system,2,0,0,0,0,0,0
weird thing,9,0,0,0,3,5,0
weird window,2,0,0,0,0,0,0
wet,143,0,0,17,19,95,9
wet area,6,0,0,2,0,2,0
wet bar,2,0,0,0,0,0,0
wet bathroom,3,0,0,0,0,2,0
wet clothe,6,0,0,0,3,2,0
wet day,3,0,0,0,0,3,0
wet facility,2,0,0,0,0,2,0
wet floor,6,0,0,2,0,4,0
wet hair,3,0,0,0,0,2,0
wet luggage,2,0,0,0,0,0,0
wet plate,2,0,0,0,0,2,0
wet room,34,0,0,2,4,25,3
wet sauna,3,0,0,0,0,2,0
wet spot,2,0,0,0,0,2,0
wet tissue,2,0,0,0,0,0,0
wet towel,8,0,0,0,2,5,0
wet weather,7,0,0,2,0,4,0
working,344,0,2,21,41,245,35
worse,102,0,4,7,16,72,3
worst,327,0,6,24,36,248,12
worst attitude,2,0,0,0,0,2,0
worst bed,3,0,0,0,0,2,0
worst breakfast,7,0,0,0,0,5,0
worst choice,2,0,0,0,0,0,0
worst decision,2,0,0,0,0,0,0
worst enemy,2,0,0,0,0,2,0
worst experience,18,0,0,2,3,11,2
worst food,2,0,0,0,0,2,0
worst gym,2,0,0,0,0,2,0
worst hotel,43,0,0,4,8,30,0
worst hyatt,2,0,0,0,0,2,0
worst lounge,2,0,0,0,0,0,0
worst meal,3,0,0,0,0,3,0
worst night,2,0,0,0,0,2,0
worst part,15,0,0,0,2,12,0
worst place,2,0,0,0,0,2,0
worst problem,2,0,0,0,0,0,0
worst quality,2,0,0,0,0,0,0
worst room,9,0,2,0,0,6,0
worst sandwich,2,0,0,0,0,2,0
worst service,10,0,0,0,2,7,0
worst stay,2,0,0,0,0,0,0
worst thing,10,0,0,2,0,6,0
wouldn,2,0,0,0,0,2,0
write,126,0,0,9,14,90,12
yellow,31,0,2,4,4,21,0
yellow light,2,0,0,0,0,0,0
yellow line,2,0,0,0,0,0,0
yellow sign,3,0,0,0,0,2,0
yellow stain,2,0,0,0,0,0,0
yellow wall,2,0,0,0,0,2,0
